|Unnamed: 0|Unnamed: 0.1|Unnamed: 0.1.1|Unnamed: 0.1.1.1|Unnamed: 0.1.1.1.1|Unnamed: 0.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1|index|Item_Identifier|Item_Weight|Item_Fat_Content|Item_Visibility|Item_Type|Item_MRP|Outlet_Identifier|Outlet_Establishment_Year|Outlet_Size|Outlet_Location_Type|Outlet_Type|Item_Outlet_Sales
159|159|159|159|159|159|159|159|159.0|159|FDQ28|14.0|Regular|0.060376775999999986|Frozen Foods|154.5656|OUT013|1987|High|Tier 3|Supermarket Type1|2471.4496
160|160|160|160|160|160|160|160|160.0|160|FDM22|14.0|Regular|0.04192285|Snack Foods|54.763999999999996|OUT013|1987|High|Tier 3|Supermarket Type1|1331.6
161|161|161|161|161|161|161|161|161.0|161|FDR07||Low Fat|0.077367431|Fruits and Vegetables|97.0094|OUT027|1985|Medium|Tier 3|Supermarket Type3|1808.9786
162|162|162|162|162|162|162|162|162.0|162|FDV25|5.905|Low Fat|0.045838211|Canned|222.5456|OUT018|2009|Medium|Tier 3|Supermarket Type2|3315.684
163|163|163|163|163|163|163|163|163.0|163|DRF49|7.27|Low Fat|0.071077939|Soft Drinks|114.2518|OUT046|1997|Small|Tier 1|Supermarket Type1|2618.5914
164|164|164|164|164|164|164|164|164.0|164|FDW51|6.155|Regular|0.09465987099999999|Meat|214.55599999999998|OUT046|1997|Small|Tier 1|Supermarket Type1|2769.728
165|165|165|165|165|165|165|165|165.0|165|DRL01|19.5|Regular|0.077608838|Soft Drinks|233.4958|OUT017|2007||Tier 2|Supermarket Type1|5375.0034
166|166|166|166|166|166|166|166|166.0|166|FDP25|15.2|Low Fat|0.021327477|Canned|216.8824|OUT017|2007||Tier 2|Supermarket Type1|2838.9712
167|167|167|167|167|167|167|167|167.0|167|FDL50|12.15|Regular|0.042485444000000004|Canned|125.0046|OUT018|2009|Medium|Tier 3|Supermarket Type2|1743.0644
168|168|168|168|168|168|168|168|168.0|168|NCB30||Low Fat|0.025578526|Household|198.8084|OUT027|1985|Medium|Tier 3|Supermarket Type3|5555.4352
169|169|169|169|169|169|169|169|169.0|169|FDW11|12.6|Low Fat|0.048980800000000005|Breads|61.9194|OUT018|2009|Medium|Tier 3|Supermarket Type2|619.194
170|170|170|170|170|170|170|170|170.0|170|NCM43|14.5|Low Fat|0.019471688|Others|164.821|OUT035|2004|Small|Tier 2|Supermarket Type1|2120.573
171|171|171|171|171|171|171|171|171.0|171|FDK44|16.6|Low Fat|0.122918852|Fruits and Vegetables|173.0738|OUT017|2007||Tier 2|Supermarket Type1|3823.0236
172|172|172|172|172|172|172|172|172.0|172|FDM15|11.8|Regular|0.057373797000000004|Meat|151.4366|OUT013|1987|High|Tier 3|Supermarket Type1|1360.2294
173|173|173|173|173|173|173|173|173.0|173|FDS31|13.1|Regular|0.044155597000000005|Fruits and Vegetables|178.8318|OUT013|1987|High|Tier 3|Supermarket Type1|3969.4996
174|174|174|174|174|174|174|174|174.0|174|FDI32|17.7|Low Fat|0.291865402|Fruits and Vegetables|115.1834|OUT010|1998||Tier 3|Grocery Store|345.5502
175|175|175|175|175|175|175|175|175.0|175|FDR47|17.85|LF|0.0|Breads|196.5794|OUT010|1998||Tier 3|Grocery Store|585.2382
176|176|176|176|176|176|176|176|176.0|176|FDB35|12.3|Regular|0.064750025|Starchy Foods|92.6804|OUT045|2002||Tier 2|Supermarket Type1|1010.6844
177|177|177|177|177|177|177|177|177.0|177|NCU05|11.8|Low Fat|0.098312421|Health and Hygiene|81.4618|OUT010|1998||Tier 3|Grocery Store|161.1236
178|178|178|178|178|178|178|178|178.0|178|DRY23||Regular|0.191013663|Soft Drinks|42.1112|OUT019|1985|Small|Tier 1|Grocery Store|42.6112
179|179|179|179|179|179|179|179|179.0|179|FDO24|11.1|Low Fat|0.176573035|Baking Goods|157.4604|OUT045|2002||Tier 2|Supermarket Type1|3010.7476
180|180|180|180|180|180|180|180|180.0|180|FDQ28||Regular|0.060134441|Frozen Foods|153.0656|OUT027|1985|Medium|Tier 3|Supermarket Type3|6024.1584
181|181|181|181|181|181|181|181|181.0|181|FDV39|11.3|Low Fat|0.007294651999999999|Meat|198.1426|OUT045|2002||Tier 2|Supermarket Type1|988.7130000000001
182|182|182|182|182|182|182|182|182.0|182|NCO17||Low Fat|0.128478462|Health and Hygiene|117.944|OUT019|1985|Small|Tier 1|Grocery Store|239.688
183|183|183|183|183|183|183|183|183.0|183|FDU50|5.75|Regular|0.075107656|Dairy|112.8176|OUT013|1987|High|Tier 3|Supermarket Type1|1374.2112
184|184|184|184|184|184|184|184|184.0|184|FDT12||Regular|0.049381405999999996|Baking Goods|226.8062|OUT027|1985|Medium|Tier 3|Supermarket Type3|4739.8302
185|185|185|185|185|185|185|185|185.0|185|FDK58|11.35|Regular|0.045165795999999994|Snack Foods|100.0016|OUT018|2009|Medium|Tier 3|Supermarket Type2|1012.0160000000001
186|186|186|186|186|186|186|186|186.0|186|FDO08||Regular|0.09415375|Fruits and Vegetables|165.7526|OUT019|1985|Small|Tier 1|Grocery Store|657.8104
187|187|187|187|187|187|187|187|187.0|187|NCW29|14.0|Low Fat|0.028907832|Health and Hygiene|130.431|OUT049|1999|Medium|Tier 1|Supermarket Type1|778.9860000000001
188|188|188|188|188|188|188|188|188.0|188|FDE04|19.75|Regular|0.018059621|Frozen Foods|179.766|OUT045|2002||Tier 2|Supermarket Type1|2336.958
189|189|189|189|189|189|189|189|189.0|189|NCB19|6.525|Low Fat|0.09043609400000001|Household|85.0882|OUT049|1999|Medium|Tier 1|Supermarket Type1|2233.0932
190|190|190|190|190|190|190|190|190.0|190|FDV15|10.3|Low Fat|0.146399712|Meat|103.9648|OUT049|1999|Medium|Tier 1|Supermarket Type1|1661.8368
191|191|191|191|191|191|191|191|191.0|191|FDL58|5.78|Regular|0.07426435599999999|Snack Foods|264.7568|OUT049|1999|Medium|Tier 1|Supermarket Type1|4745.8224
192|192|192|192|192|192|192|192|192.0|192|FDA08|11.85|Regular|0.050186725999999994|Fruits and Vegetables|164.1526|OUT045|2002||Tier 2|Supermarket Type1|3124.5994
193|193|193|193|193|193|193|193|193.0|193|FDT43|16.35|Low Fat|0.020631654|Fruits and Vegetables|50.1324|OUT018|2009|Medium|Tier 3|Supermarket Type2|467.3916
194|194|194|194|194|194|194|194|194.0|194|NCX06||Low Fat|0.01561108|Household|182.5976|OUT027|1985|Medium|Tier 3|Supermarket Type3|5070.7328
195|195|195|195|195|195|195|195|195.0|195|FDT20|10.5|Low Fat|0.041395445|Fruits and Vegetables|37.6164|OUT046|1997|Small|Tier 1|Supermarket Type1|540.6296
196|196|196|196|196|196|196|196|196.0|196|FDB41|19.0|Regular|0.097313129|Frozen Foods|48.0718|OUT046|1997|Small|Tier 1|Supermarket Type1|992.7078
197|197|197|197|197|197|197|197|197.0|197|NCN55|14.6|Low Fat|0.059582996|Others|238.8538|OUT049|1999|Medium|Tier 1|Supermarket Type1|6008.845
198|198|198|198|198|198|198|198|198.0|198|FDE40||Regular|0.09866365199999999|Dairy|62.9194|OUT027|1985|Medium|Tier 3|Supermarket Type3|2105.2596
199|199|199|199|199|199|199|199|199.0|199|FDX49||reg|0.101338651|Canned|232.63|OUT027|1985|Medium|Tier 3|Supermarket Type3|5359.69
200|200|200|200|200|200|200|200|200.0|200|NCM53|18.75|Low Fat|0.052146455999999994|Health and Hygiene|104.62799999999999|OUT045|2002||Tier 2|Supermarket Type1|745.696
201|201|201|201|201|201|201|201|201.0|201|FDE36|5.26|Regular|0.041764487|Baking Goods|161.8868|OUT035|2004|Small|Tier 2|Supermarket Type1|3275.736
202|202|202|202|202|202|202|202|202.0|202|FDN57|18.25|Low Fat|0.054344185999999996|Snack Foods|140.2154|OUT045|2002||Tier 2|Supermarket Type1|1701.7848
203|203|203|203|203|203|203|203|203.0|203|FDI24||Low Fat|0.07836248400000001|Baking Goods|177.937|OUT027|1985|Medium|Tier 3|Supermarket Type3|6704.606
204|204|204|204|204|204|204|204|204.0|204|FDI19|15.1|Low Fat|0.052339069|Meat|242.7512|OUT046|1997|Small|Tier 1|Supermarket Type1|4119.9704
205|205|205|205|205|205|205|205|205.0|205|FDF24|15.5|Regular|0.042464962|Baking Goods|81.5934|OUT010|1998||Tier 3|Grocery Store|327.5736
206|206|206|206|206|Allez au boulot ! :)|206|206|206.0|206|FDG52|13.65|Low Fat|0.06573288299999999|Frozen Foods|45.7402|OUT049|1999|Medium|Tier 1|Supermarket Type1|780.9834
207|207|207|207|207|207|207|207|207.0|207|DRF36|16.1|LF|0.023625114|Soft Drinks|189.3846|OUT045|2002||Tier 2|Supermarket Type1|3630.6074
208|208|208|208|208|208|208|208|208.0|208|FDS45||Regular|0.051643608|Snack Foods|107.3622|OUT019|1985|Small|Tier 1|Grocery Store|317.5866
209|209|209|209|209|209|209|209|209.0|209|FDX40|12.85|Low Fat|0.165694219|Frozen Foods|39.7164|OUT010|1998||Tier 3|Grocery Store|231.6984
210|210|210|210|210|210|210|210|210.0|210|DRK12|9.5|LF|0.041878397000000005|Soft Drinks|32.99|OUT035|2004|Small|Tier 2|Supermarket Type1|133.16
211|211|211|211|211|211|211|211|211.0|211|DRC27|13.8|Low Fat|0.058091482|Dairy|245.1802|OUT035|2004|Small|Tier 2|Supermarket Type1|5650.6446
212|212|212|212|212|212|212|212|212.0|212|FDL58|5.78|Regular|0.0|Snack Foods|263.7568|OUT017|2007||Tier 2|Supermarket Type1|2636.5679999999998
213|213|213|213|213|213|213|213|hello|213|NCD30|19.7|Low Fat|0.026903714|Household|96.0726|OUT045|2002||Tier 2|Supermarket Type1|1272.3438
214|214|214|214|214|214|214|214|214.0|214|NCZ54|14.65|Low Fat|0.0|Household|161.5552|OUT010|1998||Tier 3|Grocery Store|324.9104
215|215|215|215|215|215|215|215|215.0|215|FDE10|6.67|None|0.150554711|Snack Foods|130.0626|OUT010|1998||Tier 3|Grocery Store|131.1626
216|216|216|216|216|216|216|216|216.0|216|FDR44|6.11|Regular|0.0|Fruits and Vegetables|131.2968|OUT010|1998||Tier 3|Grocery Store|260.9936
217|217|217|217|217|217|217|217|217.0|217|FDP28|13.65|Regular|0.13497562800000001|Frozen Foods|260.0936|OUT010|1998||Tier 3|Grocery Store|260.9936
218|218|218|218|218|218|218|218|218.0|218|FDX15|17.2|Low Fat|0.15616879|Meat|160.6578|OUT013|1987|High|Tier 3|Supermarket Type1|3690.5294
219|219|219|219|219|219|219|219|219.0|219|FDA39|6.32|LF|0.0|Meat|40.2822|OUT035|2004|Small|Tier 2|Supermarket Type1|1139.1838
220|220|220|220|220|220|220|220|220.0|220|FDY24|4.88|Regular|0.133700752|Baking Goods|52.9298|OUT049|1999|Medium|Tier 1|Supermarket Type1|1995.4026
221|221|221|221|221|221|221|221|221.0|221|FDC60|5.425|Regular|0.115119905|Baking Goods|88.3514|OUT017|2007||Tier 2|Supermarket Type1|1416.8224
222|222|222|222|222|222|222|222|222.0|222|FDH28|15.85|Regular|0.11003099699999999|Frozen Foods|37.2506|OUT046|1997|Small|Tier 1|Supermarket Type1|265.6542
223|223|223|223|223|223|223|223|223.0|223|FDT25|7.5|Low Fat|0.051038045|Canned|121.7072|OUT017|2007||Tier 2|Supermarket Type1|3552.7088
224|224|224|224|224|224|224|224|224.0|224|DRJ13|12.65|Low Fat|0.062837968|Soft Drinks|161.5578|OUT013|1987|High|Tier 3|Supermarket Type1|2406.867
225|225|225|225|225|225|225|225|Allez au boulot ! :)|225|NCO07||Low Fat|0.017116983|Others|211.956|OUT019|1985|Small|Tier 1|Grocery Store|213.05599999999998
226|226|226|226|226|226|226|226|226.0|226|FDW20|20.75|Low Fat|0.024129332000000003|Fruits and Vegetables|124.17299999999999|OUT013|1987|High|Tier 3|Supermarket Type1|2956.152
227|227|227|227|227|227|227|227|227.0|227|DRF27||Low Fat|0.049754975|Dairy|152.134|OUT019|1985|Small|Tier 1|Grocery Store|153.134
228|228|228|228|228|228|228|228|228.0|228|FDS49|9.0|Low Fat|0.0|Canned|79.7644|OUT035|2004|Small|Tier 2|Supermarket Type1|1649.8524
229|229|229|229|229|229|229|229|229.0|229|FDX25||Low Fat|0.101561568|Canned|181.9292|OUT027|1985|Medium|Tier 3|Supermarket Type3|3101.2964
230|230|230|230|230|230|230|230|230.0|230|NCX42||Low Fat|0.0059496440000000005|Household|165.6526|OUT027|1985|Medium|Tier 3|Supermarket Type3|4769.1254
231|231|231|231|231|231|231|231|231.0|231|FDG33||Regular|0.13956116|Seafood|170.4764|OUT027|1985|Medium|Tier 3|Supermarket Type3|3435.528
232|232|232|232|232|232|232|232|232.0|232|FDL56|14.1|Low Fat|0.126035694|Fruits and Vegetables|86.4198|OUT045|2002||Tier 2|Supermarket Type1|1133.8574
233|233|233|233|233|233|233|233|233.0|233|FDF14|7.55|Low Fat|0.027164679|Canned|152.334|OUT035|2004|Small|Tier 2|Supermarket Type1|2603.278
234|234|234|234|234|234|234|234|234.0|234|NCD06|13.0|Low Fat|0.099325278|Household|45.40600000000001|OUT046|1997|Small|Tier 1|Supermarket Type1|605.878
235|235|235|235|235|235|235|235|235.0|235|DRM47||Low Fat|0.04357366|Hard Drinks|192.8846|OUT027|1985|Medium|Tier 3|Supermarket Type3|2293.0152
236|236|236|236|236|236|236|236|236.0|236|FDS46||Regular|0.082741482|Snack Foods|118.7782|OUT019|1985|Small|Tier 1|Grocery Store|119.1782
237|237|237|237|237|237|237|237|237.0|237|FDB35|12.3|Regular|0.064565202|Starchy Foods|92.9804|OUT013|1987|High|Tier 3|Supermarket Type1|1929.4884
238|238|238|238|238|238|238|238|238.0|238|FDX21||LF|0.08455456900000001|Snack Foods|109.8912|OUT027|1985|Medium|Tier 3|Supermarket Type3|2074.6328
239|239|239|239|239|239|239|239|239.0|239|NCU05||Low Fat|0.058451805|Health and Hygiene|79.9618|OUT027|1985|Medium|Tier 3|Supermarket Type3|241.6854
240|240|240|240|240|240|240|240|240.0|240|NCR38|17.25|Low Fat|0.113748685|Household|251.3724|OUT045|2002||Tier 2|Supermarket Type1|6795.1548
241|241|241|241|241|241|241|241|241.0|241|NCR18|15.85|Low Fat|0.020603511|Household|42.7112|OUT017|2007||Tier 2|Supermarket Type1|639.168
242|242|242|242|242|242|242|242|242.0|242|NCU41|18.85|Low Fat|0.052044976|Health and Hygiene|192.1846|OUT035|2004|Small|Tier 2|Supermarket Type1|3248.4382
243|243|243|243|243|243|243|243|243.0|243|FDY56|16.35|Regular|0.06276442900000001|Fruits and Vegetables|227.6062|OUT017|2007||Tier 2|Supermarket Type1|7222.5984
244|244|244|244|244|244|244|244|244.0|244|DRJ51|14.1|Low Fat|0.08797726199999999|Dairy|229.0668|OUT035|2004|Small|Tier 2|Supermarket Type1|3225.1352
245|245|245|245|245|245|245|245|245.0|245|FDK21|7.905|Low Fat|0.010010425|Snack Foods|249.0408|OUT035|2004|Small|Tier 2|Supermarket Type1|3755.112
246|246|246|246|246|246|246|246|246.0|246|FDY25|12.0|Low Fat|0.033946163|Canned|179.3976|OUT013|1987|High|Tier 3|Supermarket Type1|3440.8544
247|247|247|247|247|247|247|247|247.0|247|FDU44|12.15|Regular|0.058414678|Fruits and Vegetables|163.4552|OUT035|2004|Small|Tier 2|Supermarket Type1|974.7312
248|248|248|248|248|248|248|248|248.0|248|FDL43|10.1|Low Fat|0.027106459|Meat|75.367|OUT049|1999|Medium|Tier 1|Supermarket Type1|535.969
249|249|249|249|249|249|249|249|249.0|249|FDF05|17.5|Low Fat|0.027022882999999998|Frozen Foods|262.491|OUT017|2007||Tier 2|Supermarket Type1|5259.82
250|250|250|250|250|250|250|250|250.0|250|DRF15||Low Fat|0.058153409|Dairy|152.034|OUT019|1985|Small|Tier 1|Grocery Store|306.268
251|251|251|251|251|251|251|251|251.0|251|FDL20|17.1|Low Fat|0.128937661|Fruits and Vegetables|112.3886|OUT018|2009|Medium|Tier 3|Supermarket Type2|1779.0176
252|252|252|252|252|252|252|252|252.0|252|FDV32|7.785|Low Fat|0.088846306|Fruits and Vegetables|61.451|OUT049|1999|Medium|Tier 1|Supermarket Type1|759.012
253|253|253|253|253|253|253|253|253.0|253|FDJ34|11.8|Regular|0.09357779|Snack Foods|125.9704|OUT013|1987|High|Tier 3|Supermarket Type1|1877.556
254|254|254|254|254|254|254|254|254.0|254|FDG08|13.15|Regular|0.165694678|Fruits and Vegetables|171.8764|OUT045|2002||Tier 2|Supermarket Type1|3779.0808
255|255|255|255|255|255|255|255|255.0|255|FDQ04||Low Fat|0.148392623|Frozen Foods|41.5796|OUT019|1985|Small|Tier 1|Grocery Store|41.2796
256|256|256|256|256|256|256|256|256.0|256|FDW13|8.5|Low Fat|0.098438394|Canned|51.1324|OUT017|2007||Tier 2|Supermarket Type1|259.66200000000003
257|257|257|257|257|257|257|257|257.0|257|NCI17|8.645|Low Fat|0.143303291|Health and Hygiene|96.34100000000001|OUT013|1987|High|Tier 3|Supermarket Type1|193.082
258|258|258|258|258|258|258|258|258.0|258|FDY03|17.6|Regular|0.076276208|Meat|110.9202|OUT045|2002||Tier 2|Supermarket Type1|1687.8029999999999
259|259|259|259|259|259|259|259|259.0|259|FDS12|9.1|Low Fat|0.175103435|Baking Goods|127.5362|OUT017|2007||Tier 2|Supermarket Type1|4655.9394
260|260|260|260|260|260|260|260|260.0|260|FDJ55|12.8|Regular|0.023511371|Meat|225.9404|OUT013|1987|High|Tier 3|Supermarket Type1|4950.8888
261|261|261|261|261|261|261|261|261.0|261|DRK01|7.63|Low Fat|0.06105276|Soft Drinks|95.4436|OUT035|2004|Small|Tier 2|Supermarket Type1|1418.154
262|262|262|262|262|262|262|262|262.0|262|FDG28|9.285|Regular|0.049559042000000005|Frozen Foods|246.4144|OUT017|2007||Tier 2|Supermarket Type1|1225.072
263|263|263|263|263|263|263|263|263.0|263|FDY38|13.6|Regular|0.119418124|Dairy|231.03|OUT045|2002||Tier 2|Supermarket Type1|5359.69
264|264|264|264|264|264|264|264|264.0|264|FDN01|8.895|Low Fat|0.072545601|Breakfast|176.237|OUT045|2002||Tier 2|Supermarket Type1|1764.37
265|265|265|265|265|265|265|265|265.0|265|NCR54|16.35|Low Fat|0.090486828|Household|195.21099999999998|OUT013|1987|High|Tier 3|Supermarket Type1|2553.343
266|266|266|266|266|266|266|266|266.0|266|Allez au boulot ! :)|17.6|Low Fat|0.056245075|Frozen Foods|43.3454|OUT013|1987|High|Tier 3|Supermarket Type1|1006.6896
267|267|267|267|267|267|267|267|267.0|267|FDG24|7.975|Low Fat|0.014618973|Baking Goods|85.225|OUT013|1987|High|Tier 3|Supermarket Type1|1081.925
268|268|268|268|268|268|268|268|268.0|268|FDG59|15.85|Low Fat|0.04347912599999999|Starchy Foods|36.7164|OUT017|2007||Tier 2|Supermarket Type1|308.9312
269|269|269|269|269|269|269|269|269.0||FDM28|15.7|Low Fat|0.045166237000000005|Frozen Foods|178.666|OUT013|1987|High|Tier 3|Supermarket Type1|2516.724
270|270|270|270|270|270|270|270|270.0|270|FDW04|8.985|Regular|0.057827101|Frozen Foods|128.83100000000002|OUT046|1997|Small|Tier 1|Supermarket Type1|1428.141
271|271|271|271|271|271|271|271|271.0|271|FDS26|20.35|Low Fat|0.089394766|Dairy|260.1594|OUT013|1987|High|Tier 3|Supermarket Type1|2093.2752
272|272|272|272|272|272|272|272|272.0|272|FDQ56|6.59|Low Fat|0.10550944|Fruits and Vegetables|85.6908|OUT013|1987|High|Tier 3|Supermarket Type1|1929.4884
273|273|273|273|273|273|273|273|273.0|273|FDK51|19.85|Low Fat|0.005234153|Dairy|264.0884|OUT035|2004|Small|Tier 2|Supermarket Type1|5829.7448
274|274|274|274|274|274|274|274|274.0|274|FDL22|16.85|Low Fat|0.036390174|Snack Foods|91.4488|OUT046|1997|Small|Tier 1|Supermarket Type1|2082.6224
275|275|275|275|275|275|275|275|275.0|ù*ùfsfsf///|FDH19||Low Fat|0.03292824|Meat|173.1738|OUT027|1985|Medium|Tier 3|Supermarket Type3|7298.4996
276|276|276|276|276|276|276|276|276.0|276|FDY55|16.75|Low Fat|0.081252534|Fruits and Vegetables|256.4988|OUT013|1987|High|Tier 3|Supermarket Type1|7452.9652
277|277|277|277|277|277|277|277|277.0|277|FDY03|17.6|Regular|0.076552407|Meat|110.5202|OUT017|2007||Tier 2|Supermarket Type1|450.0808
278|278|278|278|278|278|278|278|278.0|278|FDK21|7.905|Low Fat|0.016758568999999997|Snack Foods|250.4408|OUT010|1998||Tier 3|Grocery Store|500.6816
279|279|279|279|279|279|279|279|279.0|279|FDZ10||Low Fat|0.044248175|Snack Foods|126.20200000000001|OUT027|1985|Medium|Tier 3|Supermarket Type3|3668.558
280|280|280|280|280|280|280|280|280.0|280|FDZ32|7.785|Regular|0.038288087|Fruits and Vegetables|103.1964|OUT018|2009|Medium|Tier 3|Supermarket Type2|736.3748
281|281|281|281|281|281|281|281|281.0|281|NCZ18|7.825|Low Fat|0.186032678|Household|253.0698|OUT035|2004|Small|Tier 2|Supermarket Type1|6088.0752
282|282|282|282|282|282|282|282|282.0|282|NCF07||Low Fat|0.031867464|Household|101.0016|OUT027|1985|Medium|Tier 3|Supermarket Type3|2125.2336
283|283|283|283|283|283|283|283|283.0|283|DRE49|20.75|Low Fat|0.021370201000000002|Soft Drinks|153.0024|OUT017|2007||Tier 2|Supermarket Type1|2277.036
284|284|284|284|284|284|284|284|284.0|284|FDJ08||Low Fat|0.193772568|Fruits and Vegetables|190.3846|OUT019|1985|Small|Tier 1|Grocery Store|573.2538
285|285|285|285|285|285|285|285|285.0|285|FDT39|6.26|Regular|0.009866049|Meat|151.1366|OUT035|2004|Small|Tier 2|Supermarket Type1|2267.049
286|286|286|286|286|286|286|286|286.0|286|FDE08|18.2|Low Fat|0.082551042|Fruits and Vegetables|147.3734|OUT010|1998||Tier 3|Grocery Store|296.9468
287|287|287|287|287|287|287|287|287.0|ù*ùfsfsf///|NCD06|13.0|Low Fat|0.099729888|Household|46.306000000000004|OUT018|2009|Medium|Tier 3|Supermarket Type2|559.2719999999998
288|288|288|288|288|288|288|288|288.0|288|FDB57|20.25|Regular|0.018801549|Fruits and Vegetables|222.1772|OUT035|2004|Small|Tier 2|Supermarket Type1|5559.43
289|289|289|289|289|289|289|289|289.0|289|NCT54|8.695|Low Fat|0.11972145099999999|Household|95.5094|OUT049|1999|Medium|Tier 1|Supermarket Type1|1237.7222
290|290|290|290|290|290|290|290|290.0|290|DRF49|7.27|Low Fat|0.071222087|Soft Drinks|113.5518|OUT045|2002||Tier 2|Supermarket Type1|569.259
291|291|291|291|291|291|291|291|291.0|291|FDM25||Regular|0.060371962|Breakfast|174.0712|OUT027|1985|Medium|Tier 3|Supermarket Type3|3866.9664
292|292|292|292|292|292|292|292|292.0|292|FDF20|12.85|low fat|0.033287541000000004|Fruits and Vegetables|198.4768|OUT045|2002||Tier 2|Supermarket Type1|1379.5376
293|293|293|293|293|293|293|293|293.0|293|FDH27|7.075|Low Fat|0.05858462|Dairy|142.7128|OUT018|2009|Medium|Tier 3|Supermarket Type2|1869.5664
294|294|294|294|294|294|294|294|294.0|294|FDV60||Regular|0.11679292|Baking Goods|196.21099999999998|OUT027|1985|Medium|Tier 3|Supermarket Type3|5499.5080000000025
295|295|295|295|295|295|295|295|295.0|295|FDY59|8.195|Low Fat|0.031452265|Baking Goods|94.3462|OUT049|1999|Medium|Tier 1|Supermarket Type1|925.462
296|296|296|296|296|296|296|296|296.0|296|FDK36|7.09|Low Fat|0.00721395|Baking Goods|47.9034|OUT035|2004|Small|Tier 2|Supermarket Type1|583.2408
297|297|297|297|297|297|297|297|297.0|297|NCM31|6.095|Low Fat|0.081196619|Others|141.4154|OUT046|1997|Small|Tier 1|Supermarket Type1|1418.154
298|298|298|298|298|298|298|298|298.0|298|FDE33|19.35|Regular|0.049916364000000005|Fruits and Vegetables|80.2644|OUT017|2007||Tier 2|Supermarket Type1|942.7728
299|299|299|299|299|299|299|299|299.0|299|FDU36|6.15|Low Fat|0.04627095|Baking Goods|99.3384|OUT046|1997|Small|Tier 1|Supermarket Type1|2364.9216
300|300|300|300|300|300|300|300|300.0|300|FDV13||Regular|0.02747716|Canned|87.9856|OUT027|1985|Medium|Tier 3|Supermarket Type3|3251.7672
301|301|301|301|301|301|301|301|301.0|301|FDV20||Regular|0.10470453699999999|Fruits and Vegetables|125.2678|OUT019|1985|Small|Tier 1|Grocery Store|254.3356
302|302|302|302|302|302|302|302|302.0|302|NCQ54|17.7|Low Fat|0.012540003000000001|Household|167.0474|OUT035|2004|Small|Tier 2|Supermarket Type1|5895.659000000002
303|303|303|303|303|303|303|303|303.0|303|FDO23|17.85|Low Fat|0.147023834|Breads|93.7436|OUT018|2009|Medium|Tier 3|Supermarket Type2|1134.5232
304|304|304|304|304|304|304|304|304.0|304|DRE60|9.395|Low Fat|0.15965759599999998|Soft Drinks|224.972|OUT045|2002||Tier 2|Supermarket Type1|7696.648
305|305|305|305|305|305|305|305|305.0|305|DRP47|15.75|Low Fat|0.141398626|Hard Drinks|250.5382|OUT017|2007||Tier 2|Supermarket Type1|2775.7202
306|306|306|306|306|306|306|306|306.0|306|FDB21|7.475|Low Fat|0.148821808|Fruits and Vegetables|241.2854|OUT045|2002||Tier 2|Supermarket Type1|5317.0788
307|307|307|307|307|307|307|307|307.0|307|FDR04|7.075|Low Fat|0.0|Frozen Foods|98.0068|OUT018|2009|Medium|Tier 3|Supermarket Type2|874.8612
308|308|308|308|308|308|308|308|308.0|308|FDX23|6.445|Low Fat|0.029691762000000007|Baking Goods|92.6436|OUT046|1997|Small|Tier 1|Supermarket Type1|1039.9796
309|309|309|309|309|309|309|309|309.0|309|FDX19|19.1|Low Fat|0.09671552300000001|Fruits and Vegetables|235.0958|OUT035|2004|Small|Tier 2|Supermarket Type1|3038.0454
310|310|310|310|310|310|310|310|310.0|310|FDD40|20.25|Regular|0.014790558999999997|Dairy|193.6162|OUT035|2004|Small|Tier 2|Supermarket Type1|3848.324
311|311|311|311|311|311|311|311|311.0|311|FDA01|15.0|Regular|0.054378253|Canned|59.1904|OUT046|1997|Small|Tier 1|Supermarket Type1|527.3136
